case_reference,date_info_supplied,subject,type_
FOI 13890,04/03/2020,Extra Care Schemes,FOI
FOI 13925,03/03/2020,Social Care,FOI
FOI 13963,03/03/2020,Domiciliary Social Care,FOI
FOI 13965,03/03/2020,Public Health Arguments for 20mph zones,FOI
FOI 13966,03/03/2020,Use of Shipping Containers as Temporary Accommodation,FOI
FOI 13967,03/03/2020,Local Offer for Care Leavers,FOI
FOI 13958,03/03/2020,Business Rates,FOI
FOI 13959,02/03/2020,Libraries,FOI
FOI 13961,02/03/2020,Accessible housing,FOI
EIR 13955,02/03/2020,Waste Enforcement,EIR
FOI 13956,02/03/2020,Software for Environmental Crime Enforcement,FOI
EIR 13957,02/03/2020,Fixed Penalty Notices,EIR
FOI 13922,02/03/2020,Missing Children and Socially Unacceptable Behaviour,FOI
FOI 13670,02/03/2020,Supported accommodation,FOI
FOI 14001,02/03/2020,Leisure and Sports Community Assets,FOI
FOI 13904,28/02/2020,Care homes,FOI
FOI 13861,27/02/2020,Adult Social Care Support and Funding,FOI
FOI 13944,27/02/2020,Placements for Looked After Children,FOI
FOI 13945,27/02/2020,Performance and Risk Management Systems,FOI
EIR 13946,27/02/2020,Drugs Litter,EIR
FOI 14033,27/02/2020,CCTV footage,FOI
FOI 14058,27/02/2020,Domestic Abuse Budgets,FOI
FOI 14071,25/02/2020,Council housing stock,FOI
FOI 13953,25/02/2020,Shisha Cafes,FOI
FOI 13950,25/02/2020,Council Tax and Business Rates Arrears,FOI
FOI 13960,25/02/2020,Kennels,FOI
FOI 13939,25/02/2020,Public health Funerals,FOI
FOI 13941,25/02/2020,Social Worker Vacancies,FOI
EIR 13942,25/02/2020,Rubbish Tips,EIR
EIR 13943,25/02/2020,Planning Policy - Local Plan,EIR
FOI 13935,25/02/2020,Offices Converted to Residential Premises,FOI
FOI 13936,25/02/2020,Council House Flower Bouquets,FOI
EIR 13933,25/02/2020,Waste Management Project,EIR
FOI 13902,25/02/2020,Business rates,FOI
FOI 13755,25/02/2020,Salaries,FOI
FOI 13912,24/02/2020,Alternative Provision Transport,FOI
FOI 13920,24/02/2020,Borrowing and Lending,FOI
FOI 13921,24/02/2020,Housing standards investigations and HMO's,FOI
FOI 13923,24/02/2020,Disabled Facilities Grant,FOI
FOI 13924,24/02/2020,Pest control services,FOI
EIR 13929,24/02/2020,Carbon Footprint and Carbon Emissions per Local Authority Enquiry,EIR
FOI 13988,24/02/2020,Restructuring of the Council workforce.,FOI
FOI 13931,20/02/2020,Use of Hazard Manager service within your organisation,FOI
FOI 13914,20/02/2020,Assaults on Teachers,FOI
EIR 13915,20/02/2020,Noise Complaints,EIR
FOI 13917,20/02/2020,Printing expenditure,FOI
FOI 13918,20/02/2020,Procurement,FOI
FOI 13919,20/02/2020,Sales of publicly owned works of art,FOI
EIR 13910,20/02/2020,new waste recycling contracts,EIR
FOI 13911,20/02/2020,Virtual School Support,FOI
FOI 13908,19/02/2020,MIPIM,FOI
FOI 13905,19/02/2020,Assaults on Teachers/Teaching Assistants,FOI
EIR 13906,19/02/2020,Peat usage in horticultural practices,EIR
FOI 13903,19/02/2020,Business Rates,FOI
FOI 14021,19/02/2020,Council Pension Fund,FOI
FOI 14007,19/02/2020,Abuse of Position of Trust,FOI
FOI 13900,18/02/2020,Organisational Structure for Finance and Procurement Teams,FOI
FOI 13901,18/02/2020,Services to tackle loneliness,FOI
FOI 13896,18/02/2020,Gypsy and Traveller Accommodation Need Assessment,FOI
EIR 13897,18/02/2020,Public outdoor play facilities,EIR
FOI 13898,18/02/2020,Libraries,FOI
FOI 13865,18/02/2020,Children in care,FOI
FOI 13891,17/02/2020,Fax Machines,FOI
FOI 13892,17/02/2020,Business rates,FOI
FOI 13893,17/02/2020,Provision of Adult substance misuse,FOI
FOI 13887,17/02/2020,Christmas Market,FOI
FOI 13888,17/02/2020,Revenue from Trading Standards,FOI
FOI 13831,17/02/2020,Crematoriums,FOI
FOI 13889,14/02/2020,Postal Vote Statistics,FOI
FOI 13883,14/02/2020,IT Systems Used by Adults and Childrens Services,FOI
FOI 13884,14/02/2020,Business Rates,FOI
FOI 13885,14/02/2020,Planning Applications for ANPR,FOI
FOI 13886,14/02/2020,Fair Access Protocol,FOI
FOI 13882,13/02/2020,Carillion contracts,FOI
FOI 13879,13/02/2020,Teacher pay policy,FOI
EIR 13880,13/02/2020,Noise complaints,EIR
FOI 13873,12/02/2020,Procurement Contracts,FOI
FOI 13875,12/02/2020,Heritage Champions,FOI
EIR 13876,12/02/2020,Climate Change Impact,EIR
FOI 13874,11/02/2020,Grass Mowing,FOI
FOI 13871,11/02/2020,Fixed Penalty Points Scheme,FOI
FOI 13872,11/02/2020,Education Structure Chart,FOI
FOI 13868,11/02/2020,Dirt bike,FOI
FOI 13869,11/02/2020,Business Rates,FOI
FOI 13927,11/02/2020,Cycling,FOI
FOI 13711,11/02/2020,Levels and layers review being conducted for restructuring of the Council workforce,FOI
EIR 13866,10/02/2020,Nuisance smells,EIR
FOI 13867,10/02/2020,Residential properties,FOI
FOI 13863,10/02/2020,Council Department Contacts,FOI
FOI 13864,10/02/2020,Business Rates,FOI
FOI 13859,07/02/2020,Drug and Misuse Service Expenditure,FOI
FOI 13860,07/02/2020,Looked after children,FOI
FOI 13736,07/02/2020,Domiciliary Care,FOI
EIR 13857,06/02/2020,Potholes,EIR
EIR 13858,06/02/2020,Pothole Compensation Claims,EIR
FOI 13853,06/02/2020,First Aid Training Contracts,FOI
FOI 13854,06/02/2020,Food Safety Report,FOI
EIR 13855,06/02/2020,Planning Applications,EIR
FOI 13962,06/02/2020,Households relocated outside of the council.,FOI
FOI 13969,06/02/2020,Public Health Funerals,FOI
FOI 13295,06/02/2020,Children Homes,FOI
FOI 13844,05/02/2020,Radio aids for children,FOI
FOI 13846,05/02/2020,Deprivation of Liberty Orders,FOI
EIR 13847,05/02/2020,Waste Recycling Plant,EIR
EIR 13828,05/02/2020,Recycling,EIR
FOI 13842,04/02/2020,Business Rates,FOI
EIR 13843,04/02/2020,Potholes,EIR
FOI 13841,03/02/2020,Disabled Facilities Grants (DFGs),FOI
FOI 13836,03/02/2020,IT Tenders,FOI
FOI 13837,03/02/2020,Blue Badge Software,FOI
FOI 13839,03/02/2020,Social care needs assessments,FOI
EIR 13742,03/02/2020,Affordable New Builds,EIR
FOI 13947,03/02/2020,"Specialist Supported Housing (SSH),",FOI
FOI 13851,03/02/2020,Business Rates,FOI
FOI 13827,31/01/2020,planning history,FOI
FOI 13832,30/01/2020,Road Complaints,FOI
FOI 13833,30/01/2020,Children in Care,FOI
FOI 13834,30/01/2020,Service Contracts,FOI
EIR 13835,30/01/2020,Blue Bins,EIR
EIR 13829,30/01/2020,Potholes,EIR
EIR 13830,30/01/2020,Gull activity.,EIR
FOI 13824,30/01/2020,Motor Vehicles registered for public hire,FOI
FOI 13826,30/01/2020,Alternative housing placements for looked-after children.,FOI
EIR 13804,30/01/2020,Air Conditioning Inspection Reporting,EIR
FOI 13796,30/01/2020,GIS Software,FOI
FOI 13732,30/01/2020,Specialist Residential placements,FOI
FOI 13756,29/01/2020,Computers,FOI
EIR 13715,29/01/2020,Multi User Path,EIR
FOI 13696,29/01/2020,Not for Profit Funding,FOI
FOI 13754,29/01/2020,Information Technology,FOI
FOI 13823,28/01/2020,Community Protection Notices (CPNs) and Public Space Protection Orders (PSPOs),FOI
FOI 13819,28/01/2020,School surpluses,FOI
FOI 13820,28/01/2020,Water coolers.,FOI
FOI 13821,28/01/2020,Parking enforcement,FOI
FOI 13814,27/01/2020,Blue Badges,FOI
FOI 13815,27/01/2020,Postal voting,FOI
FOI 13816,27/01/2020,HR Information,FOI
FOI 13817,27/01/2020,Council Tax Discount,FOI
FOI 13812,24/01/2020,5G Strategy & Street lighting,FOI
FOI 13813,23/01/2020,Postal votes,FOI
FOI 13807,23/01/2020,Empty Properties for Sale,FOI
FOI 13799,23/01/2020,Adults with Learning Disabilities,FOI
EIR 13907,23/01/2020,Public health funerals,EIR
FOI 13899,22/01/2020,Dear Derby Safeguarding Children Board,FOI
FOI 13800,22/01/2020,Paper Towels in Schools,FOI
FOI 13801,22/01/2020,Housing Benefit subsidy loss,FOI
FOI 13802,22/01/2020,Penalty Charge Notices,FOI
FOI 13791,22/01/2020,Domestic Abuse Services for young people,FOI
FOI 13797,22/01/2020,Information Asset Owners,FOI
FOI 13793,20/01/2020,Organisational Structure,FOI
FOI 13794,20/01/2020,Food Hygiene,FOI
FOI 13795,20/01/2020,Teacher's Absences,FOI
FOI 13789,20/01/2020,Enforcement Agents,FOI
FOI 13777,20/01/2020,Support Exempt Accommodation,FOI
FOI 13787,20/01/2020,Looked After Children,FOI
FOI 13724,20/01/2020,Insurance Policies,FOI
EIR 13145,20/01/2020,Potholes and road defects,EIR
FOI 13594,17/01/2020,"Education, Health and Care Plan",FOI
FOI 13775,16/01/2020,Prader-Willi Syndrome,FOI
EIR 13773,16/01/2020,High-rise residential blocks,EIR
FOI 13778,16/01/2020,Business rates,FOI
FOI 13779,16/01/2020,Telecoms and networks,FOI
FOI 13780,16/01/2020,Overpayments to employees,FOI
FOI 13781,16/01/2020,School exclusions,FOI
FOI 13782,16/01/2020,Product testing,FOI
FOI 13783,16/01/2020,Reinforced autoclaved aerated concrete (RAAC) planks,FOI
FOI 13784,16/01/2020,Medical malpractice insurance,FOI
FOI 13785,16/01/2020,Murray Park School,FOI
FOI 13786,16/01/2020,Business Rates,FOI
FOI 13774,15/01/2020,Community toilets,FOI
FOI 13771,15/01/2020,Light Commercial Vehicles,FOI
FOI 13772,15/01/2020,Licencing for Dog Breeders,FOI
FOI 13776,14/01/2020,Business Rates,FOI
FOI 13810,14/01/2020,Business Rates Relief,FOI
FOI 13811,14/01/2020,Small Business Rates Relief,FOI
FOI 13768,14/01/2020,SARs,FOI
FOI 13769,14/01/2020,Animal Welfare - Equines,FOI
FOI 13770,14/01/2020,Appointeeships,FOI
EIR 13764,13/01/2020,Environmental Statements,EIR
FOI 13767,13/01/2020,LOBO loans,FOI
FOI 13838,13/01/2020,Funerals for persons who have died with no next of kin,FOI
EIR 13809,10/01/2020,Natura 2000 sites,EIR
FOI 13738,10/01/2020,School attendance,FOI
FOI 13803,09/01/2020,5G strategy,FOI
FOI 13845,08/01/2020,Hostels for homeless people,FOI
FOI 13727,08/01/2020,Education for Children with Medical Needs,FOI
FOI 13610,08/01/2020,Mayoral Revenue and FOIs,FOI
EIR 13617,08/01/2020,Project directory for the construction of a 75 metre flood defence wall.,EIR
FOI 13619,08/01/2020,Taxi and Private Hire Operators,FOI
EIR 13758,07/01/2020,Parking,EIR
FOI 13759,07/01/2020,Council House Steps Accident Forms,FOI
FOI 13760,07/01/2020,Electoral register,FOI
FOI 13761,07/01/2020,IT Team structure chart,FOI
EIR 13762,07/01/2020,Article 4 boundaries map,EIR
FOI 13763,07/01/2020,Business Rates,FOI
FOI 13757,06/01/2020,School Agency Spending,FOI
FOI 13752,06/01/2020,Child Asylum Seekers,FOI
FOI 13753,06/01/2020,Store Sheds,FOI
FOI 13749,06/01/2020,Domestic abuse services,FOI
FOI 13686,06/01/2020,Christmas Lights,FOI
FOI 13676,31/12/2019,Christmas Lights Switch On,FOI
FOI 13653,30/12/2019,Environmental Health Inspections at Royal Derby Hospital,FOI
FOI 13656,30/12/2019,Food hygiene report,FOI
FOI 13748,30/12/2019,Home education,FOI
FOI 13745,30/12/2019,Business Rates,FOI
FOI 13730,30/12/2019,Christmas Decorations,FOI
FOI 13744,27/12/2019,Food Hygiene,FOI
FOI 13739,24/12/2019,Allestree Golf Course,FOI
EIR 13747,23/12/2019,52 Wyvern Transport Improvement - Contractors,EIR
FOI 13751,23/12/2019,Council Tax,FOI
FOI 13792,23/12/2019,Social Housing,FOI
FOI 13788,23/12/2019,"Incident Report, DW Sports.",FOI
FOI 13661,23/12/2019,Mental Health Support Teams,FOI
FOI 13226,23/12/2019,Education,FOI
FOI 13592,19/12/2019,Local Welfare Assistance Schemes,FOI
FOI 13743,18/12/2019,Supported Living,FOI
FOI 13721,18/12/2019,Educational placements,FOI
FOI 13714,17/12/2019,Christmas Lights,FOI
FOI 13723,17/12/2019,Bring Your Own Device (BYOD),FOI
EIR 13718,17/12/2019,Road Bridges,EIR
FOI 13707,17/12/2019,Specified Exempt Accommodation,FOI
FOI 13708,17/12/2019,Cyber Security,FOI
EIR 13634,17/12/2019,Self-build and Custom House Building,EIR
FOI 13740,16/12/2019,Children in care,FOI
FOI 13746,13/12/2019,Parking Charges and Notices,FOI
FOI 13737,13/12/2019,Dads Groups,FOI
FOI 13734,13/12/2019,Looked After Siblings,FOI
FOI 13702,13/12/2019,Software Systems,FOI
FOI 13694,13/12/2019,Christmas Events,FOI
EIR 13713,13/12/2019,Flood defence scheme,EIR
EIR 13506,13/12/2019,Health Hazzard,EIR
EIR 13637,11/12/2019,Construction of Sinfin Lane Gasification Plant,EIR
FOI 13683,11/12/2019,Education,FOI
EIR 13571,11/12/2019,Nuisance Complaints,EIR
FOI 13719,11/12/2019,Business Rates,FOI
FOI 13722,11/12/2019,Business Rates,FOI
FOI 13731,11/12/2019,Packages of Care for Adults,FOI
EIR 13735,10/12/2019,De NOx technology in Crematoriums,EIR
FOI 13728,10/12/2019,Livery on Licensed Vehicles,FOI
FOI 13729,10/12/2019,Stray Dogs,FOI
FOI 13725,10/12/2019,Potholes,FOI
EIR 13726,10/12/2019,Fixed Penalty Notices - Littering,EIR
FOI 13716,10/12/2019,Council of Property Search Organisations (CoPSO),FOI
EIR 13717,10/12/2019,High rise student halls of residence,EIR
FOI 13706,10/12/2019,Business rates,FOI
FOI 13712,10/12/2019,School catering,FOI
FOI 13691,10/12/2019,CCTV,FOI
FOI 13709,10/12/2019,Mental Health,FOI
FOI 13710,10/12/2019,Data Protection Officer,FOI
FOI 13563,10/12/2019,Environmental Health Enforcement Actions,FOI
FOI 13553,10/12/2019,House in Multiple Occupation - HMO,FOI
FOI 13547,09/12/2019,Social Media Monitoring,FOI
EIR 13671,09/12/2019,Playgrounds,EIR
FOI 13703,09/12/2019,Food hygiene reports,FOI
FOI 13704,09/12/2019,Business Rates,FOI
FOI 13705,09/12/2019,Derby Arena,FOI
EIR 13693,06/12/2019,School Closures due to Weather,EIR
FOI 13697,06/12/2019,Payment Services,FOI
FOI 13699,06/12/2019,Commercial Properties,FOI
FOI 13679,06/12/2019,Generic Email Addresses,FOI
FOI 13494,06/12/2019,Telephony,FOI
FOI 13445,06/12/2019,Dinosaurs and fossils,FOI
FOI 13687,05/12/2019,School crossing patrols,FOI
FOI 13688,05/12/2019,School Security Provisions,FOI
FOI 13689,05/12/2019,Handheld Machinery,FOI
FOI 13690,05/12/2019,Toilet Closures,FOI
FOI 13662,05/12/2019,Finance Team Structure Chart,FOI
FOI 13660,05/12/2019,Private Hire Operators Licence,FOI
FOI 13635,05/12/2019,Software contracts,FOI
FOI 13649,05/12/2019,Taxi's and Private Hire,FOI
EIR 13611,05/12/2019,Trees,EIR
FOI 13733,05/12/2019,Private Hire Licensing,FOI
FOI 13700,04/12/2019,Chief Executive Meetings,FOI
FOI 13666,04/12/2019,HR Policy,FOI
EIR 13668,04/12/2019,Energy efficiency improvements,EIR
FOI 13684,04/12/2019,Antisemitism,FOI
FOI 13685,04/12/2019,Apprenticeship levy,FOI
FOI 13673,04/12/2019,Foster placements,FOI
EIR 13674,03/12/2019,Tree Works,EIR
FOI 13680,03/12/2019,Rehabilitation of Homeless Addicts,FOI
EIR 13682,03/12/2019,Road traffic accidents,EIR
FOI 13669,03/12/2019,Educational Psychologists,FOI
FOI 13667,03/12/2019,Schools used as polling stations,FOI
FOI 13663,03/12/2019,Return Home Interviews,FOI
EIR 13657,03/12/2019,Fixed Penalty Notices,EIR
FOI 13658,03/12/2019,First Care sickness absence reporting system,FOI
FOI 13659,03/12/2019,Compensation payments,FOI
FOI 13650,03/12/2019,Education,FOI
FOI 13601,03/12/2019,Fixed penalty notices for unauthorised school absences,FOI
FOI 13583,03/12/2019,Homecare and nursing care,FOI
FOI 13564,03/12/2019,Tackling Terrorism through Women & Families was a project run under the Prevent programme,FOI
FOI 13698,03/12/2019,Lifestyle Improvement Services,FOI
FOI 13695,03/12/2019,Emergency Housing for Children,FOI
FOI 13580,02/12/2019,Learning disabilities,FOI
FOI 13651,02/12/2019,Non domestic rates,FOI
EIR 13625,02/12/2019,Fly Tipping of Waste Materials,EIR
FOI 13654,02/12/2019,Properties with 200% council tax charge levy,FOI
FOI 13655,02/12/2019,Addiction referrals,FOI
FOI 13647,02/12/2019,Alternative Provision Providers,FOI
FOI 13643,29/11/2019,Sale of electoral data,FOI
EIR 13519,29/11/2019,Recycling,EIR
FOI 13503,28/11/2019,Staff,FOI
EIR 13644,28/11/2019,Noise complaints,EIR
EIR 13645,28/11/2019,EPC Ratings,EIR
EIR 13639,28/11/2019,Speed Limits,EIR
FOI 13641,28/11/2019,Small Business Rates Relief,FOI
FOI 13620,28/11/2019,HMO,FOI
FOI 13648,28/11/2019,Empty homes,FOI
EIR 13681,28/11/2019,Bus Lane Enforcement,EIR
FOI 13570,28/11/2019,GIS System,FOI
FOI 13095,28/11/2019,Fair access protocols,FOI
FOI 13675,27/11/2019,Clinical Staff/Health Visiting Teams,FOI
FOI 13628,27/11/2019,Christmas display,FOI
FOI 13642,27/11/2019,Farm animal welfare,FOI
FOI 13640,27/11/2019,Disabled Facilities,FOI
EIR 13636,27/11/2019,Adverse possession of unregistered land,EIR
FOI 13638,27/11/2019,Assistance scheme for renting properties,FOI
FOI 13629,26/11/2019,Trading Standards,FOI
EIR 13626,26/11/2019,Sinfin waste contract,EIR
EIR 13627,26/11/2019,Flood Risk Assessment for a site in Derby.,EIR
FOI 13631,26/11/2019,Council Tax,FOI
FOI 13632,26/11/2019,Food sampling,FOI
FOI 13616,26/11/2019,Regulation & Enforcement in the Private Rented Sector,FOI
FOI 13343,26/11/2019,Looked after children,FOI
FOI 13382,25/11/2019,Council services,FOI
FOI 13672,25/11/2019,Tenders for procurement,FOI
EIR 13624,25/11/2019,Council Vehicles,EIR
FOI 13487,22/11/2019,Brexit,FOI
FOI 13395,22/11/2019,Council tax arrears,FOI
EIR 13603,21/11/2019,Market Place Development,EIR
FOI 13622,21/11/2019,IT Software,FOI
FOI 13623,21/11/2019,Business Rates,FOI
EIR 13633,20/11/2019,Derby Market Hall redevelopment,EIR
FOI 13605,20/11/2019,Food safety report,FOI
EIR 13417,20/11/2019,163A Pastures Hill,EIR
FOI 13485,20/11/2019,Buy to let,FOI
EIR 12818,20/11/2019,Pastures Hill planning application,EIR
FOI 13607,19/11/2019,Mental Health Needs Assessment,FOI
EIR 13608,19/11/2019,Highways maintenance and improvement,EIR
FOI 13609,19/11/2019,Medical advice relating to housing benefit claims,FOI
FOI 13612,19/11/2019,Childcare Service Information,FOI
FOI 13613,19/11/2019,SEND EHCP Annual Reviews,FOI
FOI 13614,19/11/2019,NNDR accounts in receipt of Retail Relief,FOI
FOI 13615,19/11/2019,Cyclists on St Peter's Street,FOI
FOI 13602,19/11/2019,Supported Lodgings,FOI
FOI 13599,19/11/2019,Telephone system,FOI
EIR 13646,19/11/2019,Blue bin and brown bin invoices relating to waste disposal for 2018/19,EIR
FOI 13618,18/11/2019,Drug and alcohol treatment services,FOI
FOI 13600,18/11/2019,Tents,FOI
FOI 13596,18/11/2019,Affordable housing,FOI
FOI 13598,18/11/2019,Software,FOI
FOI 13567,18/11/2019,Patient Systems,FOI
FOI 13701,18/11/2019,Public Health Act Funerals,FOI
EIR 13263,18/11/2019,Rowditch Barracks,EIR
FOI 13597,15/11/2019,UK children returning from Syria,FOI
FOI 13595,15/11/2019,Fly-tipping,FOI
EIR 13522,15/11/2019,Derby Brewing Company Ltd,EIR
FOI 13500,14/11/2019,Private Finance Initiatives,FOI
FOI 13593,14/11/2019,Council Tax Support Scheme,FOI
FOI 13588,14/11/2019,Home to school transport,FOI
FOI 13589,14/11/2019,Land Availability Assessment,FOI
FOI 13590,14/11/2019,Business rates,FOI
FOI 13591,14/11/2019,Libraries,FOI
FOI 13587,13/11/2019,Looked After Children,FOI
EIR 13578,12/11/2019,Tenants halls and community centres,EIR
FOI 13585,12/11/2019,Structure charts,FOI
FOI 13586,12/11/2019,Animal health and welfare staff and inspections.,FOI
FOI 13525,12/11/2019,Mobile Phone Installations,FOI
EIR 12876,12/11/2019,Compulsory Purchase Orders,EIR
FOI 13581,11/11/2019,Food hygiene,FOI
FOI 13573,11/11/2019,Business Rates,FOI
FOI 13576,08/11/2019,First Aid,FOI
FOI 13557,08/11/2019,Adult Social Services,FOI
FOI 13559,08/11/2019,Children Mental Health Issues,FOI
EIR 13582,08/11/2019,Refuse collection,EIR
FOI 13579,08/11/2019,Budget timeline,FOI
FOI 13574,07/11/2019,RBS LOBO loans,FOI
FOI 13568,07/11/2019,Empty Properties,FOI
EIR 13569,07/11/2019,Waste Treatment & Disposal,EIR
FOI 13561,07/11/2019,Children's services project teams,FOI
FOI 13562,07/11/2019,Replacement of male-related words.,FOI
FOI 13418,07/11/2019,"HR, Payroll and Recruitment",FOI
FOI 13498,06/11/2019,Data protection and information security,FOI
EIR 13565,06/11/2019,Parking,EIR
FOI 13560,06/11/2019,Cyber Security Awareness.,FOI
FOI 13558,06/11/2019,Spending Data,FOI
EIR 13584,06/11/2019,Garages,EIR
FOI 13652,06/11/2019,Councillor allowances,FOI
FOI 13554,05/11/2019,Food Establishments,FOI
FOI 13555,05/11/2019,Landlords,FOI
FOI 13566,05/11/2019,Human Rights Assessments,FOI
FOI 13550,05/11/2019,Teaching staff training for intimate care and toileting assistance.,FOI
FOI 13548,04/11/2019,Business Rates,FOI
FOI 13549,04/11/2019,Christmas Lights,FOI
FOI 13542,01/11/2019,Business Rates,FOI
FOI 13543,01/11/2019,Business Rates Relief,FOI
FOI 13544,01/11/2019,SENCos Qualifications,FOI
FOI 13545,01/11/2019,Bring Your Own Device (BYOD),FOI
FOI 13428,01/11/2019,Business rates,FOI
EIR 13429,01/11/2019,Service fees and charges,EIR
FOI 13242,01/11/2019,Unpaid Council Tax,FOI
FOI 13359,01/11/2019,Environmental Health,FOI
EIR 13323,01/11/2019,Dropped kerbs,EIR
FOI 13081,01/11/2019,Libraries,FOI
FOI 13136,01/11/2019,Independent supported accommodation,FOI
EIR 13173,01/11/2019,Trees,EIR
FOI 13178,01/11/2019,SEND budget,FOI
EIR 13540,31/10/2019,Infinity Park development,EIR
FOI 13541,31/10/2019,Resource Allocation Systems for Adult Social Care,FOI
FOI 13537,31/10/2019,Microsoft Enterprise contract and Microsoft EA agreement,FOI
EIR 13517,31/10/2019,Bins,EIR
FOI 13533,30/10/2019,Emotional Health,FOI
FOI 13534,30/10/2019,Refurbished Assembly Rooms,FOI
EIR 13535,30/10/2019,Neighbour parking mediation services,EIR
EIR 13431,30/10/2019,Sinfin Waste Plant,EIR
FOI 13463,30/10/2019,Licencing.,FOI
EIR 13326,30/10/2019,Waste contract,EIR
FOI 13152,29/10/2019,Structure charts - Racecourse Playing Fields and Alvaston Park customer services,FOI
FOI 13153,29/10/2019,Voting - SEN,FOI
FOI 13130,29/10/2019,Spending on settlement agreements.,FOI
FOI 13529,29/10/2019,Taxi licensing,FOI
FOI 13530,29/10/2019,Business rates,FOI
FOI 13531,29/10/2019,Business rates.,FOI
EIR 13532,29/10/2019,School toilet blockages,EIR
FOI 13527,28/10/2019,Christmas/German Markets,FOI
FOI 13528,28/10/2019,Pay Claims Legal Fees,FOI
FOI 13491,28/10/2019,Business rates,FOI
EIR 12768,28/10/2019,Alleged blue badge fraud.,EIR
EIR 13524,25/10/2019,Potholes Repairs,EIR
FOI 13526,25/10/2019,Vietnamese nationals,FOI
FOI 13518,25/10/2019,Business rates,FOI
FOI 13516,25/10/2019,Digital Innovation,FOI
FOI 13511,24/10/2019,Licensing committee,FOI
FOI 13512,24/10/2019,IT service desk,FOI
FOI 13523,24/10/2019,Invoice Payments,FOI
EIR 13495,24/10/2019,Penalty Charge Notices,EIR
FOI 13493,24/10/2019,Households provided under section 17 of the Children's Act 1989,FOI
FOI 13514,23/10/2019,Right to Buy,FOI
FOI 13520,23/10/2019,Local Audit and Accountability Act 2014,FOI
FOI 13509,23/10/2019,Housing benefit,FOI
FOI 13440,23/10/2019,Temporary accommodation,FOI
FOI 13505,22/10/2019,Business rates,FOI
FOI 13507,21/10/2019,Schools - religion,FOI
FOI 13501,21/10/2019,"Improvement notices - Hartington Street, Derby",FOI
FOI 13480,21/10/2019,Biomass boilers,FOI
FOI 13427,21/10/2019,Children's services,FOI
FOI 13449,18/10/2019,School Supply Staff Spend,FOI
FOI 13497,18/10/2019,Commissioning - looked after children,FOI
FOI 13508,18/10/2019,Schools and homeschooling,FOI
FOI 13499,17/10/2019,Business rates,FOI
FOI 13489,17/10/2019,"Cosmo, London Road - business rates and licensing",FOI
FOI 13490,17/10/2019,Business rates,FOI
FOI 13488,16/10/2019,Council Constitution,FOI
FOI 13483,15/10/2019,Business rates,FOI
FOI 13486,15/10/2019,Parks,FOI
FOI 13473,15/10/2019,Senior Management Salaries & Derby Homes Funding,FOI
FOI 13475,15/10/2019,HMO manager,FOI
FOI 13476,15/10/2019,People with a dementia diagnosis,FOI
FOI 13572,15/10/2019,Shelter FOI - Homeless Children,FOI
FOI 13575,15/10/2019,Number of Students in Year 11 at Landau Forte College for the last 5 years,FOI
FOI 13577,15/10/2019,Public Health funerals,FOI
EIR 13367,15/10/2019,Development of Bold Lane property,EIR
FOI 13269,14/10/2019,Childrens homes,FOI
FOI 13474,14/10/2019,Online schools,FOI
FOI 13478,14/10/2019,Individuals in care homes,FOI
EIR 13479,14/10/2019,Recycling banks,EIR
EIR 13461,11/10/2019,Trees & Vegetation,EIR
FOI 13469,11/10/2019,Spend on Pathology or Laboratory testing,FOI
FOI 13467,10/10/2019,looked after children,FOI
FOI 13448,10/10/2019,Special Educational Needs and Disability (SEND) tribunal,FOI
FOI 13464,09/10/2019,List of premises and their rating/s for July 2019.,FOI
FOI 13465,09/10/2019,"Reporting of Injuries, Disease and Dangerous Occurrences Regulations (RIDDOR) list.",FOI
EIR 13460,09/10/2019,Removal of boundary hedge including leylandii and the installation of fencing between The Green and back gardens of Buchanan Street.,EIR
FOI 13462,09/10/2019,Change of circumstances,FOI
FOI 13556,09/10/2019,Empty Residential Properties,FOI
EIR 13468,08/10/2019,Adopted Roads,EIR
FOI 13477,08/10/2019,Business rates,FOI
FOI 13459,08/10/2019,New build house Council Tax Bands,FOI
EIR 13456,08/10/2019,Electric vehicle charging points,EIR
EIR 13387,08/10/2019,Asbestos in schools,EIR
FOI 13457,07/10/2019,Business Rates Write Offs,FOI
EIR 13452,07/10/2019,Plastic waste recycling.,EIR
FOI 13453,07/10/2019,Accountancy Staff roles within Derby City Council,FOI
FOI 13455,07/10/2019,Business Rates,FOI
FOI 13362,07/10/2019,Food hygiene,FOI
FOI 13365,07/10/2019,Cyber attacks,FOI
FOI 13147,07/10/2019,Safeguarding policies,FOI
EIR 12795,04/10/2019,CCTV cameras,EIR
FOI 13444,03/10/2019,Business rates,FOI
FOI 13446,02/10/2019,School meals,FOI
FOI 13441,02/10/2019,Business rates,FOI
FOI 13442,02/10/2019,Public health act funerals,FOI
FOI 13443,02/10/2019,Business rates,FOI
FOI 13434,02/10/2019,Facial recognition,FOI
FOI 13435,02/10/2019,Business rates,FOI
EIR 13305,02/10/2019,Illegal traveller camps,EIR
FOI 13083,01/10/2019,Private family rented properties,FOI
FOI 13212,30/09/2019,"Off-rolling, exclusions and home education",FOI
FOI 13370,30/09/2019,Adult social care,FOI
EIR 12681,30/09/2019,DCC's top 10 construction projects,EIR
FOI 13438,30/09/2019,Business rates,FOI
FOI 13424,30/09/2019,Business rates,FOI
